eagle,eagle,eagle,,
early,earlier than desired or expected,"earlier than desired, expected",,
early,earlier than usual,earlier than usual,,
early,early,early,,
earth,earth,earth,,
easily,easily,easily,,
easy,easy,easy,,
"easy
cheap","easy, cheap","easy, cheap",,
eat,eat,eat,,
"eating
stomach","eating, stomach","eating, stomach",,
"edge
around","edge, around","edge, around",,
eel,eel,eel,,
effaced,effaced,effaced,,
egg,egg,egg,,
eight,eight,eight,,
elder,elder,elder,,
elm,elm,elm,,
"elsewhere
again
move","elsewhere, again, move","elsewhere, again, move",,
elsewhere,"elsewhere, somewhere else",elsewhere,somewhere else,
embark,embark,embark,,
emerge,emerge,emerge,,
"emerge
protrude
visible","emerge, protrude, become visible","emerge, protrude, become visible",,
"emerge
stick out","emerge, stick out","emerge, stick out",,
employ,employ,employ,,
empty,"empty, free of excess",empty,free of excess,
"empty
hole
hollow
concave","empty, hole, hollow, concave","empty, hole, hollow, concave",,
"empty
hollow","empty, hollow","empty, hollow",,
"empty
wrinkled
rough","empty; wrinkled, rough","empty; wrinkled, rough",,
enclose,enclose,enclose,,
"enclose
inside","enclose, inside","enclose, inside",,
enclosed,enclosed,enclosed,,
enclosure,enclosure,enclosure,,
end,end,end,,
"end
stop
cease
quit","end, stop, cease, quit","end, stop, cease, quit",,
endure,endure,endure,,
"enemy
alien","enemy, alien, another tribe member","enemy, alien",another tribe member,
energetic,energetic,energetic,,
English,English,English,,
enough,enough,enough,,
enter,enter,enter,,
"enter
hole","enter into, hole","enter into, hole",,
,enter the water,enter water,,
"enter
inside",enter/inside,"enter, inside",,
enter,"entering, to the inside",entering,to inside,
"envelope
cover (N)","envelope, cover","envelope, cover",,
"pay
measure
sell
buy","equal amount, pay, measure, sell, buy","pay, measure, sell, buy",equal amount,
"equal
facing","equal, facing","equal, facing",,
"equate
measure","equate, measure","equate, measure",,
erase,erase,erase,,
erect,erect,erect,,
,erect camp,erect camp,,
escape,escape,escape,,
,evening yesterday,evening yesterday,,
"evening
yesterday","evening, yesterday","evening, yesterday",,
,every way,every way,,
exact,exacting,exacting,,
exasperate,exaspéré,exasperated,,
excess,excess,excess,,
excessive,excessive,excessive,,
excessively,"excessively, too much, too fast or far",excessively,"too much, too fast, far",
excessively,"excessively; too (fast, strong, etc.)",excessively,"too (fast, strong, etc.)",
exchange,exchange,exchange,,
,"excrement, soiled","excrement, soiled",,
exhaust,exhaust,exhaust,,
"exhaust
finish",exhaust; finish,exhaust; finish,,
"exhausted
die","exhausted, die","exhausted, die",,
"explode
pop","explode, pop","explode, pop",,
extend,extend,extend,,
,extension in space or in time,"extension in space, in time",,
,extension in time and space,extension in time and space,,
extinguish,extinguish,extinguish,,
"extinguish
douse","extinguish, douse","extinguish, douse",,
"extinguished
out
off
stopped","extinguished, out (of fire, light, or of something burning), off (of electricity or of something electric), stopped (of a motor or engine)","extinguished, out (of fire, light,, of something burning), off (of electricity, of something electric), stopped (of a motor, engine)",,
layer,extra layer,extra layer,,
,extract liquid,extract liquid,,
"extract
empty
doff
remove","extract, empty, doff, remove","extract, empty, doff, remove",,
"extract
remove","extract, remove","extract, remove",,
extreme,extreme,extreme,,
extremely,extremely,extremely,,
"extremely
violently
close (A)","extremely, violently; very close to","extremely, violently; very close to",,
,face down,face down,,
,face up,face up,,
facing,facing,facing,,
facing,facing one another,facing one another,,
,facing there (rel.),facing there (rel.),,
fail,fail,fail,,
fail,fail to do s.t.,fail to do s.t.,,
"fail
cannot
unable","fail to, cannot, unable to","fail to, cannot, unable to",,
"fail
unable","fail, be unable","fail, be unable",,
"fail
cannot
unable","fail, cannot, unable","fail, cannot, unable",,
"fail
lose
miss","fail, lose, miss","fail, lose, miss",,
"fail
overload","fail, overload","fail, overload",,
fail,échoué,failed,,
fairly,fairly,fairly,,
,"fairly, pretty (big, fast, etc.)","fairly, pretty (big, fast, etc.)",,
fall (V),fall,fall,,
fall down,fall down,fall down,,
fall (V),fall from a height,fall from a height,,
fall over,fall over,fall over,,
"fall over
topple","fall over, topple","fall over, topple",,
"fall (N)
autumn","fall, autumn","fall, autumn",,
"fall
lie","fall, lie","fall, lie",,
,fallen over (of something tall and thin),fallen over (of something tall and thin),,
"false
needlessly","false, for nothing, for free, needlessly","false, needlessly","for nothing, for free",
"false
needlessly","false, needlessly, for nothing","false, needlessly",for nothing,
fancy,fancy,fancy,,
"fancy
elegant","fancy, elegant","fancy, elegant",,
far,far,far,,
,"far from camp, in a remote place","far from camp, in a remote place",,
far,far off,far off,,
far,"far, a long way off in time or space",far,a long way off in time or space,
fart,fart,fart,,
farther,farther along,farther along,,
farther,farther away,farther away,,
"farther
more","farther, more","farther, more",,
fast,fast,fast,NEED TO CHECK LEX CAT,
,fast water,fast water,,
"fast (A)
quick
swift","fast, quick, swift","fast, quick, swift",,
"fast (A)
rapid (A)","fast, rapid","fast, rapid",,
"fast (ADV)
tight","fast, tight","fast, tight",(OED says this use is an adverb),
"fasten
close
shut
clasp
clench","fasten, close, shut, clasp, clench","fasten, close, shut, clasp, clench",,
fat,fat,fat,"LEX CAT? (N, A?)",
fear,fear,fear,,
feather,feather,feather,,
"fecal
defecate
shitty
very","fecal, defecate, shitty, very","fecal, defecate, shitty, very",,
feed,feed,feed,,
,feel of,feel of,,
fellow,fellow,fellow,,
fellow,"fellow, co-",fellow,co-,
"woman
female",female,female,,
fence,fence,fence,,
fetch,fetch,fetch,,
"fetch
go for","fetch, go for","fetch, go for",,
"fetch
seek","fetch,seek","fetch,seek",,
few,few,few,,
"fibre
greenery","fibre, greenery","fibre, greenery",,
fibrous,fibrous,fibrous,,
fight,fight,fight,,
"fight
war","fight, war","fight, war",,
fill,fill,fill,,
"fill
emerge",fill; emerge,fill; emerge,,
filled,filled,filled,,
"filthy
dirty
unclean","filthy, dirty, unclean","filthy, dirty, unclean",,
find,find,find,,
"find
remember","find, remember","find, remember",,
fine,fine,fine,,
"fine
beautiful","fine, beautiful","fine, beautiful",,
"fine
good","fine, good","fine, good",,
"fine
small","fine, small","fine, small",,
finish,finish,finish,,
finish,finish -ing,finish -ing,,
finish,finish ... -ing; in the past,finish ... -ing,in past,
,finish application of heat to,finish application of heat to,,
"finish
done","finish, done","finish, done",,
finished,finished,finished,,
firewood,firewood,firewood,,
firm,firm,firm,,
"firm
sound (A)","firm, sound","firm, sound",,
"firm
tight","firm, tight","firm, tight",,
first,first,first,,
first,first (in a series),first (in a series),,
"first
ahead","first, ahead","first, ahead",,
"first
before
catch","first, before; catch","first, before; catch",,
"first
ahead","first, in front, ahead","first, ahead",in front,
fish,fish,fish,,
"fish
pike","fish, pike","fish, pike",,
fisher,fisher,fisher,,
"fit in
fit on",fit in/on,fit in or on,,
five,five,five,,
fix,fix,fix,,
flat,flat,flat,,
,flat on top,flat on top,,
,flat-tired,flat-tired,,
,flay and cut up,flay and cut up,,
"flesh
meat
body","flesh, meat, body","flesh, meat, body",,
float,float,float,,
flood,flood,flood,,
flower,flower,flower,,
fly,fly,fly,NEED TO CHECK IF N OR V,
foam,foam,foam,,
"focus on
retain","focus on, retain","focus on, retain",,
foggy,foggy,foggy,,
fold,fold,fold,,
fold,"fold, make tidy",fold,make tidy,
follow,follow,follow,,
,follow trail,follow trail,maybe supposed to be a comma between these two?,
"follow
pursue","follow, pursue","follow, pursue",,
foot,foot,foot,,
,foot action,foot action,,
,for a long time (actions),for a long time (actions),,
,"for a short time, a little while","for a short time, a little while",,
,for good,for good,,
,"for some length of time, an indeterminate amount","for some length of time, an indeterminate amount",,
,"for the duration of, across (time or space)","for the duration of, across (time, space)",,
,"for the full duration of, for all the length of","for the full duration of, for all the length of",,
reason,for X reason,for X reason,,
"forbid
control
against
talk","forbid, control, against, talk","forbid, control, against, talk",,
"forbidden
taboo","forbidden, taboo","forbidden, taboo",,
forehead,forehead,forehead,,
"fork
forked",fork(ed),fork(ed),,
forked,forked,forked,,
"forth
love",forth; love,forth; love,,
forward,forward,forward,,
,"found in words for evil things, beings, concepts, or actions","found in words for evil things, beings, concepts,, actions",,
four,four,four,,
fox,fox,fox,,
free,free,free,,
"free
loose","free, loose","free, loose",,
"free
turn loose
let go","free, turn loose, let go","free, turn loose, let go",,
freeze,freeze,freeze,,
French,French,French,,
friendly,friendly,friendly,,
fright,fright,fright,,
frighten,frighten,frighten,,
"frighten
fear","frighten, fear","frighten, fear","""fear"" - V or A",
fright,frightful,frightful,,
"frightful
terrible","frightful, terrible","frightful, terrible",,
"fringed
frayed
ragged","fringed, frayed, ragged","fringed, frayed, ragged",,
from,from,from,,
thither,"from here to there, speaker/reference point remaining here","from here to there, speaker or reference point remaining here",,
henceforth,"from speaker; henceforth, from this time onward",henceforth,"from speaker, from this time onward",
,from there,from there,,
,from there (see: to here),from there (see: to here),,
,"from there go, from there run, go from there, run from there","from there go, from there run, go from there, run from there",,
,"from there, from that place (rel)","from there, from that place (rel)",,
reason,"from there, reason why",reason why,from there,
thence,"from there, thence",thence,from there,
"thence
therefore","from there, thence, therefore","thence, therefore",from there,
,"from there, there - from","from there, there - from",,
therefore,"from there, therefore",therefore,from there,
"therefore
thence","from there, therefore; thence, therefore","therefore; thence, therefore",from there,"check orig - ""therefore"" twice?"
,from water,from water,,
,from where,from where,,
"from
reason",from; for the reason that,from; for the reason that,,
froze,frozen,frozen,,
full,full,full,,
"funny
amuse","funny, amuse","funny, amuse",,
"funny
amusing","funny, amusing","funny, amusing",Should this be AMUSE instead of AMUSING?,
"funny
silly
laugh at","funny, silly; laugh at","funny, silly; laugh at",,
,further away,further away,,
,further distant deictic root,further distant deictic root,,
"fussy
superior","fussy, superior","fussy, superior",,
gap,gap,gap,,
"gaping
open","gaping, open","gaping, open",,
gather,gather,gather,,
,gather berries,gather berries,,
"gather
assemble","gather, assemble","gather, assemble",,
"gather
collect","gather, collect","gather, collect",,
"bunched up
puckered
wrinkled","gathered together, placed together, bunched up, puckered, wrinkled","bunched up, puckered, wrinkled","gathered together, placed together",
get,get,get,,
get into,get into,get into,,
get out,get out of,get out of,,
,get to do s.t.,get to do s.t.,,
"get
use","get, use","get, use",,
give,give,give,,
loan,give or receive a loan,"give, receive a loan",,
tobacco,give tobacco,give tobacco,,
giveaway,"giveaway, give at a feast",giveaway,give at a feast,
"glide
slide","glide, slide","glide, slide",,
"glide
slip","glide, slip","glide, slip",,
go,go,go,,
,go after,go after,,
fetch,"go after, fetch",fetch,go after,
go along,go along,go along,,
go around,go around,go around,,
,go around (aimlessly),go around (aimlessly),,
go down,go down,go down,,
go home,go home,go home,,
,go intensively to do,go intensively to do,,
,go out (fire),go out (fire),,
,go out [fire],go out [fire],,
,go to do something,go to do something,,
,go to do...,go to do,,
,go with the wind,go with the wind,,
go away,goes away,go away,,
,"going outside, away from the speaker","go outside, away from speaker",,
go overboard,going over board,go overboard,,
gone,gone,gone,,
good,good,good,,
"good at
able
well","good at, able, well","good at, able, well",,
"good
fine","good, fine","good, fine",,
"good
gentle
magnanimous","good, gentle, magnanimous","good, gentle, magnanimous",,
"good
right (ADJ)
correct","good, right, correct","good, right, correct",,
"good
well","good, well","good, well",,
"good
well
pleasant
right (ADJ)
correct
correctly","good, well; pleasant; right, correct, correctly","good, well; pleasant; right, correct, correctly",,
"goofy
stupid
silly","goofy, stupid, silly","goofy, stupid, silly",,
goose,goose,goose,,
gossip,gossip,gossip,,
grab,grab,grab,,
grab,grabbed,grabbed,,
grasp,grasp,grasp,,
grasp,grasp by hand,grasp by hand,,
"grass
herb","grass, herb","grass, herb",,
gray,gray,gray,,
"graze
scratch
injure","graze, scratch, injure","graze, scratch, injure",,
grease,grease,grease,,
greasy,greasy,greasy,,
"great
large","great, large","great, large",,
green,green,green,,
grind,grind,grind,,
"grind
sharp
sharpen","grind, sharp, sharpen","grind, sharp, sharpen",,
"grind
sharpen","grind, sharpen","grind, sharpen",,
"ground
land","ground, land","ground, land",,
groundlessly,groundlessly,groundlessly,,
"group
cluster","group, cluster","group, cluster",,
hair,hair,hair,,
hairy,hairy,hairy,,
hairy,"hairy, etc.","hairy, etc.",,
"hairy
furry","hairy, furry","hairy, furry",,
"hairy
wooly
furry","hairy, wooly, furry","hairy, wooly, furry",,
"hairy
fuzzy",hairy/fuzzy,"hairy, fuzzy",,
half,half,half,,
hammer,hammer,hammer,,
handle,handle,handle,,
hang,hang,hang,,
,happen thus,happen thus,,
"happily
joyfully",happily; joyfully,happily; joyfully,,
happy,happy,happy,,
hard,hard,hard,,
hard,hard (with force or power),"hard (with force, power)",,
"hard
strong","hard, strong","hard, strong",,
hate,hate,hate,,
haul,haul,haul,,
have,have,have,,
headache,have a headache,headache,,
hole,have a hole,hole,,
,have a town,have a town,,
"along
with","have along, with","have along, with",,
"along
with",have along; with,have along; with,,
,have child,have child,,
hole,have hole,have hole,,
have,having,having,,
hole,having a hole,having a hole,,
sore (N),having a sore,having a sore,,
have,having s.t.,having s.t.,,
have,having something,having something,,
hawk,hawk,hawk,,
have,he has,has,,
health,healthy,healthy,,
hear,hear,hear,,
hear,heard,heard,,
heat,heat,heat,,
"heat
hot","heat, hot","heat, hot",,
"heat
intensity","heat, intensity","heat, intensity",,
heavy,heavy,heavy,,
heel,heel,heel,,
,held firmly,held firmly,,
here,here,here,,
hex,hex,hex,,
hide,hide,hide,,
"hide
conceal","hide, conceal","hide, conceal",,
"hide
conceal
have","hide, conceal, have something","hide, conceal, have something",,
high,high,high,,
high,high ,high ,,
hill,hill,hill,,
hillside,"hillside, against the side (of something)",hillside,against the side,
,"his, her (possessive)","his, her (possessive)",,
hit,hit,hit,,
"hit
down","hit, down","hit, down",,
"hit
punch
slap","hit, punch, slap","hit, punch, slap",,
"hit
slap
pop","hit, slap, pop","hit, slap, pop",,
"hit
strike","hit, strike","hit, strike",,
hit,"hit, strike with an object on a specified portion of the body",hit,strike with an object on a specified portion of the body,
hither,hither,hither,,
"hither
come","hither, come","hither, come",,
hold,hold,hold,,
,hold a child,hold a child,,
"hold back
hinder
prevent","hold back, hinder, prevent","hold back, hinder, prevent",,
seize,"hold fast, firm; seize",seize,"hold fast, firm",
"hold
raise
aloft","hold, raise, aloft, on a stick","hold, raise, aloft",on a stick,
"hold
seize","hold, seize","hold, seize",,
"hold
seize
fasten","hold, seize, fasten","hold, seize, fasten",,
hole,hole,hole,,
hole,hole in,hole in,,
"hole
den","hole, den","hole, den",,
"hole
opening","hole, opening","hole, opening",,
holey,holey,holey,,
hollow,hollow,hollow,,
"hollow
bend","hollow, bend","hollow, bend",,
home,home,home,,
,horizontal movement,horizontal movement,,
hot,hot,hot,,
"hot
angry","hot, angry","hot, angry",,
"hot
fast (A)
care
kind (A)
envious","hot, fast; care, be kind; envious","hot, fast; care, kind; envious",,
"hot
heat","hot, heat","hot, heat",,
"hot
warm","hot, warm","hot, warm",,
house,house,house,,
how,how,how,,
,"how go, how run, so go, so run","how go, how run, so go, so run",,
,"how long (time)?, how far?","how long (time)?, how far?",,
,"how long in time, such length of time - be of","how long in time, such length of time - be of",,
,how long/far,"how long, far",,
,how many,how many,,
,how much,how much,,
,how much? how many?,how much? how many?,,
,how much/many?,"how much, many?",,
"how
that","how, that","how, that",,
how,how?,how?,,
"how
what",how/what,"how, what",,
"huge
big
outsized
bulky
mammoth","huge, big, outsized, bulky, mammoth","huge, big, outsized, bulky, mammoth",,
,"humped, doubled","humped, doubled",,
hunt,hunt,hunt,,
hurry,hurry,hurry,,
"hurry
fast (A)
quick
nervous","hurry, fast, quick, nervous","hurry, fast, quick, nervous",,
"hurt
ache","hurt, ache","hurt, ache",,
,"hurt, very","hurt, very",,
"immediately
right away","immediately, right away","immediately, right away",,
immerse,immerse,immerse,,
immersed,immersed,immersed,,
"impatient
reckless","impatient, reckless","impatient, reckless",,
impatiently,impatiently,impatiently,,
"impede
trouble","impede, trouble","impede, trouble",,
,imperfective instrumental,imperfective instrumental,,
"ruined
miserable","in a bad way, ruined, miserable","ruined, miserable","in a bad way, ",
,in a certain place,in a certain place,,
circular,in a circular motion,in a circular motion,,
,"in a cluster, packed circle","in a cluster, packed circle",,
,"in ambush, in hiding","in ambush, in hiding",,
,in any direction,in any direction,,
,in back (with respect to a forward direction),in back (with respect to a forward direction),,
,"in back, in the rear (with respect to a center)","in back, in the rear (with respect to a center)",,
alternately,"in between, at repeated intervals, alternately",alternately,"in between, at repeated intervals",
,in bits,in bits,,
,"in circles, as soaring","in circles, as soaring",,
,in common,in common,,
"excess
too much","in excess, too much","in excess, too much",,
in front,in front of,in front of,,
"in front
ahead","in front, ahead","in front, ahead",,
,en sense inverse,in reverse direction,,
,à la recherche,in search,,
secret,"en cachette, en catimini",in secret,on the sly,
"secret
stealthily","in secret, stealthily","in secret, stealthily",,
,in sequence,in sequence,,
"shade (N)
shelter (N)","in shade, shelter","in shade, shelter",,
pain,in sharp pain,in sharp pain,,
,in small chunks,in small chunks,,
,in that direction,in that direction,,
,in the camp circle; in town; into the group,in the camp circle; in town; into the group,,
,in the direction of X,in direction of X,,
middle,in the middle,in the middle,,
midst,in the midst of,in the midst of,,
,en sens inverse,in opposite direction,,
,in the other direction,in other direction,,
,in the way,in the way,,
,"in this direction, toward here","in this direction, toward here",,
,in time,in time,,
in turn,in turn,in turn,,
,"in two, be (split) (in two)","in two, be (split) (in two)",,
,in view,in view,,
,in water,in water,,
"in
into","in, into him/it","in, into",,
"in
under","in, under","in, under",,
"inasmuch
while
during
degree
yet","inasmuch as, while, degree, yet","inasmuch as, while, degree, yet",,
"incapable
surrender","incapable, surrender","incapable, surrender",,
incomplete,"incomplete, not complete, not done","incomplete, not complete, not done",,
"indecent
dirty
filthy
repulsive","indecent, dirty, filthy, repulsive","indecent, dirty, filthy, repulsive",,
,indefinite identity,indefinite identity,,
Indian,Indian,Indian,,
infected,infected,infected,,
infected,"infected, full of pus",infected,full of pus,
injure,injure,injure,,
"inland
upland","inland, upland, away from the water","inland, upland",away from the water,
inside,à l'intérieur,inside,,
inside,inside,inside,,
inside out,inside out,inside out,,
"inside out
flipped","inside out, flipped","inside out, flipped",,
"instantly
rapidly
quickly","instantly, rapidly, quickly","instantly, rapidly, quickly",,
instigate,instigate,instigate,,
insufficient,insufficient,insufficient,,
insufficiently,insufficiently,insufficiently,,
intense,intense,intense,,
intensity,intensity,intensity,,
intercept,intercept,intercept,,
,interrogative,interrogative,,
into,into,into,,
,into brush,into brush,,
into,into him/it,into,,
,into the water,into the water,,
,into water,into water,,
,"into, toward the center, at the water, toward a river","into, toward the center, at the water, toward a river",,
"invite
extricate","invite, extricate","invite, extricate",,
"on
onto","is on, onto","is on, onto",,
,it is good that s.t. is/will be done,it is good that s.t. is or will be done,,
itch,itch,itch,,
"itch
scratch","itch, scratch","itch, scratch",,
itchy,itchy,itchy,,
"itchy
scratch",itchy; scratch (an itch),itchy; scratch,,
"jab
jerk","jab, jerk","jab, jerk",,
jealous,jealous,jealous,,
jingle,jingle,jingle,,
"join
together","join, together","join, together",,
joined,joined,joined,,
joy,joy,joy,,
jump,jump,jump,,
,jump in water,jump in water,,
"just
only","just, only","just, only",,
"keep away
reject","keep away, reject","keep away, reject",,
delay,"keep busy, delay",delay,keep busy,
kettle,kettle,kettle,,
kick,kick,kick,,
kill,kill,kill,,
kind,kind,kind,,
,kind of,kind of,,
kiss,kiss,kiss,,
knife,knife,knife,,
know,know,know,,
,know how,know how,,
,know how to,know how to,,
"know
learn
teach","know, learn, teach","know, learn, teach",,
"know
recognize","know, recognize","know, recognize",,
"lack
fall short","lack, fall short","lack, fall short",,
"lame
damage
cripple","lame, damage, cripple","lame, damage, cripple",,
landward,landward,landward,,
larch,larch,larch,,
large,large,large,,
"large
loudly
wide","large, loudly, wide","large, loudly, wide",,
"weary
bored","las, ennuyé","weary, bored",,
last,last (in a series),last (in a series),,
recently,"last (time), recently",recently,last (time),
"last
end","last, end","last, end",,
late,late; for a long time,late,for a long time,
laugh,laugh,laugh,,
"laugh
mock","laugh, mock","laugh, mock",,
"lay
surface
platform","lay, surface, platform","lay, surface, platform",,
"layer
fold","layer, fold, fold multiple times","layer, fold",fold multiple times,
lazy,lazy,lazy,,
lead,lead,lead,,
,lead or hold at the end of a rope or chain,"lead, hold at the end of a rope, chain",,
"leafy
top",leafy top,leafy top,,
leak,leak,leak,,
lean,lean,lean,,
leave,leave,leave,,
,leave by boat,leave by boat,,
"leave
move on","leave, move on","leave, move on",,
leg,leg,leg,,
,legs spread,legs spread,,
"slowly
gradually","lentement, graduellement","slowly, gradually",,
"slowly
painfully","lentement, péniblement","slowly, painfully",,
"let go
set down","let go, set down","let go, set down",,
level,level,level,,
lick,lick,lick,,
"lick
suck","lick, suck","lick, suck",,
"lie
speak","lie, speak","lie, speak",,
lift,lift,lift,,
light,light,light,LOTS OF USES OF 'LIGHT' - SHOULD WE DISTINGUISH?,
,light coloured,light colored,,
,light in weight,light in weight,,
"light
bright","light, bright","light, bright",,
"light
flash
bright
see","light, flash, bright, see","light, flash, bright, see",,
"light
look","light, look","light, look",,
"light
see
white","light, see, white","light, see, white",,
"light
shine","light, shine","light, shine",,
like,like,like,,
,like that (relative),like that (relative),,
like (V),like to do s.t.,like to do s.t.,,
"like (V)
enjoy","like to, enjoy ... -ing","like to, enjoy ... -ing",,
"like (V)
enjoy","like to, enjoy Xing","like to, enjoy Xing",,
"like (ADV)
similar","like, similar to","like, similar",,
,linear motion or position,"linear motion, position",,
listen,listen,listen,,
little,little,little,,
"little
small","little, small","little, small",,
live,live,live,,
liver,liver,liver,,
"load (V)
fill (V)","load, fill, as of filling a pipe, gun, or storage container","load, fill, as of filling a pipe, gun, storage container",,
lobster,lobster,lobster,,
location,location,location,,
lonely,lonely,lonely,,
lonesome,lonesome,lonesome,,
long,long,long,,
long,long (of plural objects),long (of plural objects),,
long,long (pl.),long (pl.),,
long for,long for,long for,,
,long in time,long in time,,
,long point,long point,,
,long time,long time,,
"long
tall","long, tall","long, tall",,
look,look,look,,
look,look at,look at,,
look for,look for,look for,,
"look for
seek
search","look for, seek, search","look for, seek, search",,
"look
white
dawn",look; white; dawn,look; white; dawn,,
loon,loon,loon,,
loose,loose,loose,,
"loose
shaggy","loose, shaggy","loose, shaggy",,
"loose
shaky
slack","loose, shaky, slack","loose, shaky, slack",,
"loosen
detach
separate (V)
untie
release
free (V)","loosen, detach, separate, untie, release, set free","loosen, detach, separate, untie, release, set free",,
lose,lose,lose,,
,"lose one's way, go the wrong way","lose one's way, go the wrong way",,
"lose
forget
fail
wrong","lose, forget, fail, wrong","lose, forget, fail, wrong",,
loss,loss,loss,,
loud,loud,loud,,
loud,loud noise,loud noise,,
"loud
fast (A)","loud, fast","loud, fast",,
louse,louse,louse,,
low,low,low,,
"low
flat","low, flat","low, flat",,
lower,lower,lower,,
,lower back,lower back,ADD PARENTHETICAL: BACK (BODY) ???,
"lower
descend","lower, descend","lower, descend",,
"lump
bump (N)
knob
hump","lump, bump, knob, hump","lump, bump, knob, hump",,
lumpy,lumpy,lumpy,,
"lumpy
curdled","lumpy, curdled","lumpy, curdled",,
"maggot
worm","maggot, worm","maggot, worm",,
"magical
wobbly","magical, wobbly","magical, wobbly",,
main,"main, leading",main,leading,
,make as if to ...,make as if to ...,,
vibrate,make vibrate,make vibrate,,
"sound (N)
music","making sounds, making music","making sounds, making music",,
"wrong
bad","mal, mauvais","wrong, bad",,
"man
male",male,male,,
"man
male",man,man,,
"man
male",man (male),man (male),,
"manage
enough","manage to, enough","manage to, enough",,
"manage
deal with
can","manage, deal with, can","manage, deal with, can",,
"manner
size
direction
kind
thus","manner, size, direction, kind; thus","manner, size, direction, kind; thus",,
many,many,many,,
,many kinds,many kinds,,
mark,mark,mark,,
"mark
represent
signal
identify
guide
indicate
show","mark, represent, signal, identify, guide, indicate, show","mark, represent, signal, identify, guide, indicate, show",,
"mash
crush","mash, crush","mash, crush",,
mat,mat,mat,,
"match
fire","match, fire","match, fire",,
meanwhile,meanwhile; in a while,meanwhile,in a while,
measure,measure,measure,,
measurement,measurement,measurement,,
meat,meat,meat,,
medicine,medicine,medicine,,
wary,méfiant,wary,,
melt,melt,melt,,
"melt
thaw","melt, thaw","melt, thaw",,
mend,mend,mend,,
mess,mess,mess,,
"messy
dirty","messy, dirty","messy, dirty",,
meticulous,meticulous,meticulous,,
Micmac,Micmac,Micmac,,
middle,middle,middle,,
,"middle, as the apex of a curve, bow","middle, as the apex of a curve, bow",,
milk,milk,milk,,
"miserable
pitiful
poor","miserable, pitiful; poor (in property or money)","miserable, pitiful; poor (in property, money)",,
"misplaced
lost",misplaced; lost,misplaced; lost,,
miss,miss,miss,,
miss,"miss, fail to contact",miss,fail to contact,
mistake,mistake,mistake,,
mix,mix,mix,,
mixed,mixed together,mixed together,,
mixed up,mixed up,mixed up,,
moccasin,moccasin,moccasin,,
mock,mock,mock,,
moist,"moist, damp (with one's own natural juices)",moist,damp (with one's own natural juices),
climb,montée,climb,,
,monter un rapide,ride a rapid,,
moose,moose,moose,,
"more
additional","more, additional","more, additional",,
"more
farther
beyond
superior","more, farther, beyond, superior","more, farther, beyond, superior",,
"more
farther",more; farther,more; farther,,
moss,moss,moss,,
"most
prefer
rather","most, prefer, rather","most, prefer, rather",,
fly (V),"motion through air, fly",fly,motion through air,
"mottled
spotted","mottled, spotted","mottled, spotted",,
sheep,mountain sheep,mountain sheep,,
mourn,mourn,mourn,,
"mourn
mournful","mourn, mournful","mourn, mournful",,
mouth,mouth,mouth,,
,mouvement de ressort,spring action,,
move,move,move,,
move,move (repeatedly),move (repeatedly),,
"move
bring","move a tangible object from one point to another, bring","move a tangible object from one point to another, bring",,
move camp,move camp,move camp,,
"move
begin","move, begin","move, begin",,
"move
change
afresh
anew","move, change, afresh, anew","move, change, afresh, anew",,
,movement inward,movement inward,,
,moving around,moving around,,
"mow
clear
bald","mow, clear, bald","mow, clear, bald",,
much,much,much,,
"much
a lot
highly
too","much, a lot, highly, too","much, a lot, highly, too",,
"much
greatly","much, greatly","much, greatly",,
"much
many
a lot","much, many, a lot","much, many, a lot",,
mud,mud,mud,,
muddy,muddy,muddy,,
muddy,muddy water,muddy water,,
mushroom,mushrooms,mushrooms,,
music,music,music,,
muskrat,muskrat,muskrat,,
my,my (possessive),my (possessive),,
"mystic
power",mystic power,mystic power,,
"mystic
rite",mystic rite,mystic rite,,
nail,nail,nail,,
"naked
nude","naked, nude","naked, nude",,
name,name,name,,
"name (V)
call","name, call","name, call",,
flat,flat,flat,,
narrate,narrate,narrate,,
narrow,narrow,narrow,,
navel,navel,navel,,
,ne pas parvenir à terme,not to be completed,,
near,near,near,,
"near
next to
close","near, next to, close to","near, next to, close to",,
nearby,nearby,nearby,,
"nearly
almost","nearly, almost","nearly, almost",,
neat,neatly,neatly,,
neck,neck,neck,,
,negative,negative,,
"negative
fail
disbelieve
refuse","negative, fail, disbelieve, refuse","negative, fail, disbelieve, refuse",,
nest,nest,nest,,
net,net,net,,
"netting
grid","netting, grid","netting, grid",,
,neutral initial,neutral initial,,
never,never do s.t.,never do s.t.,,
new,new,new,,
"new
young","new, young","new, young",,
"new
young
fresh
raw","new, young, fresh, raw","new, young, fresh, raw",,
next,next,next,,
next,next (time),next (time),,
"next to
nearby","next to, nearby","next to, nearby",,
next to,"next to, with contact","next to, with contact",,
"next to
with
beside","next to, with, beside","next to, with, beside",,
"nice
properly
skillful","nice, properly, skillful","nice, properly, skillful",,
night,night,night,,
night,"night, all night",night,all night,
nine,nine,nine,,
no longer,no longer do s.t.,no longer do s.t.,,
noisy,noisy,noisy,,
"noisy
chaotic
lively","noisy, chaotic, lively","noisy, chaotic, lively",,
"none
lacking
gone","none, lacking, all gone","none, lacking, all gone",,
north,north,north,,
unable,not able to do s.t.,not able to do s.t.,,
,not do s.t. (habitual aspect),not do s.t. (habitual aspect),,
notice,notice,notice,,
